h r t rank freq norm_F
30 809 9483 8 41 0.88250506
31 15 1312 47 92 0.8556028
31 15 3129 9 149 0.7895578
31 15 8015 71 133 0.82540524
31 69 8950 95 29 0.74781704
31 86 3356 9 123 0.97561663
31 136 508 35 516 0.8603425
31 136 902 36 1090 0.9266572
31 136 1001 27 534 0.84886426
31 136 1251 66 66 0.86895853
31 136 1598 116 139 0.8577952
31 136 3564 34 207 0.86114967
31 136 4077 38 536 0.9014597
31 136 4293 50 75 0.85145026
31 136 4774 1 154 0.8849512
31 136 4927 67 96 0.83793
31 136 8652 60 63 0.87123644
31 186 10009 1 99 0.85156715
31 809 7360 2 46 0.87959176
32 11 3481 35 55 0.91956675
32 16 3075 18 72 0.7718943
32 16 3312 49 85 0.84559447
32 16 5618 53 65 0.80722785
32 16 7405 51 57 0.7817419
32 16 7980 1 75 0.7700999
32 16 8825 59 59 0.71303016
32 26 3948 16 109 0.99181354
32 26 10365 21 24 0.8672069
33 27 32 26 184 1.0748471
33 27 369 15 655 1.3938969
33 27 419 43 714 1.3417675
33 27 1518 7 639 1.3847115
33 27 5387 8 164 1.1379656
33 205 274 32 93 1.0020275
33 205 289 60 87 0.9728184
34 10 2057 1 570 1.3622022
34 20 25 59 133 0.829258
34 20 1304 24 583 0.9375756
34 20 2107 49 246 0.85192144
34 46 1181 3 1315 1.3712451
34 48 635 1 2696 1.1500467
34 48 1785 2 1130 1.0359377
34 184 697 0 715 0.9503465
35 337 1152 368 139 0.9168582
35 337 2678 75 251 1.1234268
35 337 3056 37 133 0.9534895
35 337 6189 68 99 0.9787534
35 337 9155 38 93 1.0099818
36 18 27 3397 113 0.9561097
36 18 85 2603 48 0.7899237
36 18 213 2601 98 0.9404044
36 18 315 2680 22 0.8177409
36 18 319 2613 46 0.91651636
36 18 368 2606 57 0.89757264
36 18 399 2752 135 0.99598414
36 18 418 3621 85 0.8805331
36 18 439 2530 89 0.8000578
36 18 519 3032 59 0.9290188
36 18 589 2776 116 0.88997984
36 18 607 2813 136 1.0002928
36 18 633 3508 81 0.8924386
36 18 637 2848 104 0.95469457
36 18 668 2713 38 0.95406306
36 18 677 2608 178 0.9856494
36 18 699 3313 24 0.8061948
36 18 727 2854 75 0.87030905
36 18 774 2533 214 0.96484786
36 18 849 2735 50 0.9488237
36 18 881 2944 33 0.82857984
36 18 884 2799 64 0.9199134
36 18 910 3791 88 0.8725219
36 18 921 2586 74 0.92196625
36 18 1002 2946 29 0.8179515
36 18 1011 3471 17 0.74838877
36 18 1041 2920 73 0.9300387
36 18 1057 2877 66 0.7901584
36 18 1075 2677 40 0.85080236
36 18 1081 2936 45 0.86678827
36 18 1109 3173 36 0.93872046
36 18 1111 2763 180 1.0192531
36 18 1128 2556 196 0.87774825
36 18 1228 3532 189 0.9095849
36 18 1257 3008 56 0.9462032
36 18 1380 3639 94 0.98805135
36 18 1442 2692 27 0.9242928
36 18 1533 2670 80 0.6797634
36 18 1665 2715 29 0.8578828
36 18 1690 3011 46 0.9119632
36 18 1691 3030 155 0.89305985
36 18 1841 3260 39 0.900068
36 18 1851 2909 58 0.86229545
36 18 1974 3100 23 0.81872445
36 18 1996 2642 47 0.92458516
36 18 2011 2829 32 0.9059896
36 18 2062 3105 41 0.94205374
36 18 2188 2554 81 0.9301073
36 18 2244 3278 44 0.9025898
36 18 2288 2708 94 0.92279977
36 18 2329 2629 40 0.93597794
36 18 2332 2948 33 0.9251862
36 18 2338 2731 49 0.84093684
36 18 2340 2759 62 0.87835693
36 18 2430 2984 35 0.89357126
36 18 2434 2669 86 0.95459074
36 18 2454 2792 183 0.9629153
36 18 2478 4112 27 0.8640813
36 18 2520 2657 187 1.0297217
36 18 2552 2955 39 0.90925044
36 18 2606 2836 79 0.9260442
36 18 2680 2868 60 0.9123329
36 18 2686 3458 59 0.87288034
36 18 2723 2872 72 0.946355
36 18 2757 2593 106 0.84065354
36 18 2793 3018 82 0.91186374
36 18 2802 2672 59 0.7557432
36 18 2815 2746 19 0.6942984
36 18 2826 3090 21 0.80509037
36 18 2853 2602 39 0.8582942
36 18 2869 3982 48 0.9228177
36 18 2881 3098 46 0.8662434
36 18 2892 2663 113 0.94176406
36 18 2894 2614 141 0.94459075
36 18 2938 2839 30 0.84618974
36 18 2948 2724 33 0.80041504
36 18 2971 3075 44 1.0208405
36 18 2981 2778 15 0.79851556
36 18 3052 2621 16 0.8304942
36 18 3153 2676 106 0.9041849
36 18 3163 2992 25 0.8641218
36 18 3208 3259 138 0.9255274
36 18 3213 2865 50 0.94163364
36 18 3287 2710 57 0.9371485
36 18 3299 3063 76 0.9009621
36 18 3317 2625 162 0.9456747
36 18 3329 2818 103 0.9856196
36 18 3330 2668 52 0.8914405
36 18 3349 3153 58 0.86746126
36 18 3365 2756 97 0.9319983
36 18 3372 2750 137 0.94840187
36 18 3380 3013 60 0.8808413
36 18 3396 3456 44 0.9209056
36 18 3416 5091 64 0.9010979
36 18 3486 3239 67 0.9613295
36 18 3619 2768 200 0.93093956
36 18 3673 2673 56 0.90772045
36 18 3687 2714 81 0.9085188
36 18 3691 4169 54 0.91593075
36 18 3732 2807 76 0.7923416
36 18 3789 2788 25 0.79191244
36 18 3825 2648 148 0.92260784
36 18 3844 2924 48 0.9231046
36 18 3870 2977 120 0.92117137
36 18 3965 3151 59 0.96716154
36 18 3971 2976 68 0.88394696
36 18 3976 2569 155 0.97830796
36 18 3999 3582 36 0.8842404
36 18 4010 2912 70 0.8478382
36 18 4070 3093 47 0.8888597
36 18 4078 2689 170 0.9008944
36 18 4082 3443 86 0.8759374
36 18 4086 2596 126 0.9204338
36 18 4139 2558 102 0.88741297
36 18 4147 2650 31 0.8985657
36 18 4204 2869 64 0.74960774
36 18 4218 2941 120 0.71802485
36 18 4229 2903 128 0.88806504
36 18 4281 2870 76 0.8884911
36 18 4342 3572 102 0.920472
36 18 4350 2591 120 0.9319147
36 18 4353 3736 19 0.90240014
36 18 4390 3358 34 0.88133925
36 18 4439 3108 41 0.90586376
36 18 4481 2764 76 0.87861586
36 18 4546 2934 85 0.94100446
36 18 4560 4637 162 0.91252023
36 18 4570 2617 83 0.90588236
36 18 4575 2531 258 0.8969509
36 18 4615 2616 52 0.90114754
36 18 4651 2703 5 0.63440824
36 18 4667 2733 43 0.724705
36 18 4680 2636 37 0.7770586
36 18 4767 3001 29 0.9941856
36 18 4772 2597 196 0.9445475
36 18 4786 2719 151 0.8947501
36 18 4816 2905 65 0.91038096
36 18 4929 4717 168 0.918267
36 18 4948 2611 52 0.8665623
36 18 4957 3102 73 0.9088966
36 18 4985 2845 77 0.9169329
36 18 5139 2882 80 0.8648511
36 18 5148 3085 46 0.7288151
36 18 5192 3748 53 0.9233228
36 18 5210 2578 44 0.9010189
36 18 5223 3240 79 0.93580407
36 18 5245 3357 30 0.914479
36 18 5300 2770 28 0.889886
36 18 5307 3349 109 0.9106136
36 18 5308 3199 70 0.8385353
36 18 5316 2916 93 0.69905555
36 18 5332 3037 63 0.9399428
36 18 5352 3538 17 0.8973972
36 18 5366 2681 50 0.9211357
36 18 5403 2598 37 0.88457763
36 18 5418 4761 41 0.81333774
36 18 5430 2585 114 0.95528036
36 18 5438 2538 194 0.95791507
36 18 5486 2895 111 1.0473186
36 18 5487 2896 88 0.9574195
36 18 5494 3029 63 0.9227868
36 18 5499 2751 65 0.7310166
36 18 5526 2867 26 0.8392385
36 18 5529 2690 59 0.9244877
36 18 5531 4951 101 0.8280751
36 18 5540 2906 71 0.8518503
36 18 5549 3076 19 0.854063
36 18 5585 2814 41 0.9054033
36 18 5596 3060 41 0.8787655
36 18 5602 4407 37 0.9174032
36 18 5649 3044 40 0.81913286
36 18 5662 3360 14 0.8548803
36 18 5686 2925 43 0.927702
36 18 5773 3234 34 0.9839357
36 18 5800 3192 77 0.8970661
36 18 5816 2811 79 0.9508001
36 18 5860 2575 111 0.93386906
36 18 5876 2551 101 0.93392587
36 18 5956 2804 39 0.907736
36 18 5984 2712 56 0.9030347
36 18 6015 2662 30 0.8626014
36 18 6057 2682 106 1.0153179
36 18 6067 2570 51 0.89894044
36 18 6077 3087 57 0.82269615
36 18 6084 2684 130 0.8819032
36 18 6093 3191 45 0.8530412
36 18 6131 2574 39 0.8496547
36 18 6153 3054 43 0.9120202
36 18 6161 3132 70 0.86289716
36 18 6165 3285 35 0.8615733
36 18 6174 2789 46 0.885306
36 18 6200 2810 39 0.89893794
36 18 6246 2864 48 0.9604485
36 18 6248 2622 35 0.86005366
36 18 6262 2638 46 0.73746115
36 18 6289 2624 106 0.9496323
36 18 6306 2693 82 0.8472359
36 18 6320 3136 68 0.84084696
36 18 6404 3948 34 0.8719785
36 18 6432 3221 50 0.9068483
36 18 6503 3080 65 0.88628954
36 18 6526 6605 34 0.8705551
36 18 6561 2649 119 0.9273172
36 18 6579 3252 63 0.83425003
36 18 6643 3157 109 0.968838
36 18 6661 3835 56 0.9239207
36 18 6677 3345 42 0.94288665
36 18 6692 2830 56 0.8998875
36 18 6696 3382 54 0.9558293
36 18 6713 2729 21 0.92189944
36 18 6734 2945 21 0.83055294
36 18 6808 2875 76 0.82673115
36 18 6873 2737 62 0.9137032
36 18 6884 2711 31 0.9076389
36 18 6887 3056 57 1.0009259
36 18 6983 2654 33 0.9651935
36 18 6994 2632 43 0.86689854
36 18 7006 3165 28 0.855305
36 18 7051 3215 34 0.80252045
36 18 7119 3196 59 0.887062
36 18 7158 3674 60 0.8909
36 18 7198 3638 86 0.8652575
36 18 7201 2894 32 0.992355
36 18 7215 2851 85 0.9148005
36 18 7239 3117 33 0.8460876
36 18 7314 4236 56 0.8916364
36 18 7373 2700 48 0.9326582
36 18 7375 3576 55 0.86995643
36 18 7394 8337 132 0.9797813
36 18 7472 3033 67 0.7460351
36 18 7485 2917 39 0.9022214
36 18 7596 2630 55 0.9450089
36 18 7661 2978 88 1.0811882
36 18 7665 2618 103 0.8872236
36 18 7677 3525 13 0.7669137
36 18 7692 2907 108 0.92836195
36 18 7705 2880 100 0.9151757
36 18 7729 5557 14 0.8323751
36 18 7896 3027 101 0.92428434
36 18 7934 3145 64 0.97042817
36 18 7987 2674 91 0.9248552
36 18 8034 2675 48 0.9990498
36 18 8102 2947 75 0.91467065
36 18 8180 2522 226 0.9529317
36 18 8190 2645 27 0.847506
36 18 8206 3294 99 0.9249549
36 18 8249 2599 44 0.82760155
36 18 8310 3050 108 0.96458894
36 18 8322 2922 44 0.9141901
36 18 8370 3246 33 1.0155708
36 18 8397 3129 47 0.8560215
36 18 8406 3241 14 0.7829913
36 18 8412 2957 15 0.773874
36 18 8482 2795 24 0.7863463
36 18 8490 2589 60 0.7974131
36 18 8533 2860 66 0.98344743
36 18 8547 2900 34 0.9237326
36 18 8551 2580 73 0.88417214
36 18 8595 3035 25 0.92543906
36 18 8597 3144 56 0.9439256
36 18 8613 2587 65 0.97339416
36 18 8620 2685 62 0.9387901
36 18 8714 3258 13 0.7206325
36 18 8736 3865 83 0.85221344
36 18 8890 3069 33 0.91079354
36 18 8993 6007 44 0.8175624
36 18 9016 3245 52 0.9397621
36 18 9081 2855 34 0.77466214
36 18 9130 2741 28 0.8506309
36 18 9220 2971 51 0.81068224
36 18 9233 2831 12 0.795377
36 18 9272 2816 42 0.88493603
36 18 9278 2886 32 0.7819897
36 18 9337 2671 87 1.005013
36 18 9417 2590 36 0.89785033
36 18 9437 3223 23 0.7744192
36 18 9478 2757 20 0.7810593
36 18 9488 2573 58 0.94430745
36 18 9495 2555 114 0.949549
36 18 9502 6976 54 0.8622254
36 18 9554 3070 37 0.9104085
36 18 9593 3875 53 0.9251946
36 18 9612 2635 32 0.8928257
36 18 9637 2968 36 0.93832165
36 18 9903 2873 43 0.8960312
36 18 9932 4228 22 0.777039
36 18 9950 2743 35 0.7929176
36 18 9954 3207 55 0.921585
36 18 9983 3039 40 0.83973515
36 18 10121 3020 43 0.76650155
36 18 10202 4163 24 0.71651757
36 18 10282 2687 72 0.98744154
36 18 10317 3007 71 0.84403837
36 18 10446 2758 26 0.905124
36 18 10519 2902 20 0.761145
36 18 10524 3316 16 0.8312207
36 18 10533 2858 76 0.9060445
36 18 10544 2717 44 0.9357073
36 18 10609 3836 25 0.8313022
36 18 10644 4727 29 0.7230459
36 18 10663 2842 24 0.8516697
36 18 10732 2883 42 0.8239248
36 18 10739 2908 73 0.97382385
36 18 10781 4293 72 0.9504091
36 18 10783 2691 25 0.8688783
36 18 10848 3866 38 0.91108155
36 18 10993 3058 83 0.9171508
36 18 11002 2885 34 0.865422
36 18 11059 2796 52 0.9349225
36 18 11070 2716 48 0.907673
36 18 11082 2938 12 0.72901857
36 18 11109 2740 40 0.8914297
36 18 11194 2612 85 0.82382226
36 18 11215 2572 95 0.8192134
36 18 11230 3395 42 0.9456038
36 18 11268 6292 12 0.69083476
36 18 11276 2969 17 0.82039684
36 18 11306 3139 48 0.9767446
36 18 11322 2822 53 0.9412759
36 18 11361 3127 33 0.8885372
36 18 11383 2562 48 0.8610141
36 18 11384 3177 40 0.9132396
36 18 11616 3074 14 0.70535874
36 18 11763 3542 31 0.80329406
36 18 11835 2979 43 0.8090629
36 18 11838 4138 51 0.9698757
36 18 11881 2827 35 0.82761246
36 18 11906 3801 18 0.81602645
36 18 12142 2838 39 0.8467117
36 18 12182 3180 44 0.93097264
36 18 12249 2901 49 0.71741676
36 18 12256 2835 57 0.9955162
36 18 12276 3103 31 0.8959653
36 18 12398 3577 20 0.725169
36 18 12417 3288 51 0.9016998
36 18 12435 3298 32 0.9628877
36 18 12439 2600 42 0.89386916
36 18 12488 3193 16 0.7995503
36 18 12491 3057 20 0.85892045
36 18 12515 2927 12 0.7886098
36 18 12591 3233 32 0.84063923
36 18 12592 2809 27 0.84973794
36 18 12611 2834 42 0.90503037
36 18 12634 4273 25 0.811883
36 18 12736 2579 26 0.7797934
36 18 12854 2950 23 0.82083774
36 18 12896 2742 12 0.78485984
36 18 12907 3823 23 0.85486597
36 18 12958 3299 16 0.83293587
36 18 13085 6250 38 0.8896429
36 18 13284 2767 18 0.72824126
36 18 13358 2942 18 0.8206947
36 18 13526 3138 6 0.64620185
36 18 13628 3166 27 0.8798744
36 18 13665 3378 23 0.8460062
36 18 13774 2641 26 0.832505
36 18 13818 3429 22 0.7659793
36 18 14052 3171 9 0.6550704
36 18 14145 3376 16 0.7882511
36 18 14595 6099 14 0.66350925
36 350 1169 758 58 0.6880712
36 350 1587 454 103 0.9069852
36 350 1774 402 75 0.88498926
36 350 2085 530 44 0.6961738
36 350 2094 885 10 0.6585229
36 350 2547 742 207 0.90192854
36 350 2927 460 336 0.9628576
36 350 3307 2532 59 0.77534
36 350 3342 480 296 0.9746785
36 350 3891 2383 31 0.6407959
36 350 4003 1423 133 0.8635278
36 350 4226 423 46 0.8296515
36 350 4398 141 150 0.9592862
36 350 4933 833 27 0.8954584
36 350 5503 756 17 0.7553368
36 350 5527 2138 23 0.67903435
36 350 5863 1565 18 0.65523946
36 350 6338 631 88 0.82243025
36 350 6739 937 28 0.65650356
36 350 6780 1921 13 0.6115075
36 350 6975 1319 12 0.6446701
36 350 7452 705 33 0.9386217
36 350 8002 3737 40 0.7175187
36 350 8382 438 181 0.9476146
36 350 9008 418 36 0.7490638
36 350 9041 2815 24 0.66364443
36 350 9601 1523 30 0.6000511
36 350 10835 1297 29 0.7667225
36 350 10891 1940 16 0.6083573
36 350 10975 450 22 0.6568359
36 350 11106 599 61 0.78987503
36 350 11578 4144 23 0.65090585
36 350 11751 2027 16 0.75359446
36 350 11772 1900 17 0.61585385
36 350 12248 3959 5 0.53977484
36 350 12514 503 25 0.81718814
36 350 12549 689 13 0.66561
36 350 12729 2582 9 0.5845086
36 350 12857 795 26 0.62041473
36 350 12985 1420 8 0.5802903
36 350 13224 1025 9 0.6213595
36 350 13232 695 18 0.6762643
36 350 13260 4593 14 0.67105776
36 350 13500 3224 10 0.59697706
36 350 13700 840 26 0.6739974
36 350 13810 2059 8 0.6142489
36 350 13821 730 18 0.6587415
36 350 14073 811 11 0.5972289
36 350 14184 2089 5 0.6231856
36 350 14300 1039 8 0.5662553
36 350 14324 1853 4 0.5688841
36 350 14633 3309 8 0.6069823
36 350 14812 3373 2 0.54351455
37 37 775 0 925 1.3399267
37 168 36 0 5545 1.5780802
37 495 5064 0 186 0.92151403
38 46 567 6 1405 1.3995174
38 46 1181 3 1315 1.3712451
38 48 1785 3 1130 1.0359377
38 52 1095 5 1265 1.438653
38 169 4430 1 99 0.9956865
39 37 1518 2 639 1.3847115
39 43 101 0 7235 1.6636782
39 128 38 4 73 0.99061644
39 155 10787 15 58 0.9080139
40 7 987 10 50 0.84830207
40 7 6326 1 102 0.91572237
40 7 7271 47 43 0.9261067
40 10 419 13 714 1.3417675
40 20 278 33 1225 1.030693
40 20 2216 47 309 0.85420233
40 20 3341 23 348 0.9632359
40 20 3342 8 296 0.9746785
40 52 1427 13 901 1.7346293
40 53 5397 8 119 0.88189435
40 184 269 264 725 0.98403615
41 0 6321 0 120 0.68381447
41 97 790 14 189 0.6126242
41 97 892 6 155 0.7189511
41 97 6507 18 105 0.68448716
41 124 1170 7 191 0.7077799
41 132 1520 5 253 0.6968691
41 419 3276 7 289 0.67121047
41 473 3057 218 75 0.82757276
41 480 138 0 6409 1.2119753
41 621 1592 7 53 0.95071095
42 7 519 4 59 0.9290188
42 44 1095 0 1265 1.438653
42 52 4 6 2908 1.4201012
42 52 10439 4 8 0.7046013
42 53 3380 1 60 0.8808413
44 3 123 13 234 0.9795234
44 3 2575 4 62 0.89262146
44 3 4993 27 166 0.9546099
44 3 6790 20 96 1.0032073
44 9 2388 13 90 0.9669154
44 9 3351 4 61 0.9793229
44 13 123 4 234 0.9795234
44 13 756 30 188 0.90709287
44 13 9142 8 87 0.97217107
44 37 682 0 1177 1.4112899
44 37 4187 8 426 1.1696227
44 93 7966 24 36 0.9718767
44 119 2028 1 1039 1.1372966
44 200 251 0 2924 0.9742783
45 3 2729 12 191 0.9158181
45 3 9285 17 50 0.89708644
45 9 5625 376 69 0.8708509
45 13 2729 13 191 0.9158181
45 13 4177 20 177 0.97304356
45 13 8181 2 81 0.90569377
45 37 542 1 258 1.2746751
45 128 2856 0 93 0.95164186
46 13 6751 7 86 0.899291
46 22 5169 3 70 0.77071756
46 165 3049 12 143 0.86170083
46 349 4154 4 383 1.1743704
47 38 4656 40 46 0.7640399
47 38 6060 13 110 0.885501
47 38 7991 26 31 0.73470473
47 38 8885 65 60 0.86534053
47 92 9506 8 34 0.66330713
48 258 138 0 6409 1.2119753
48 277 12967 0 52 0.8039469
48 368 2878 0 134 0.7819847
49 6 393 48 61 0.5639536
49 6 2673 49 80 0.55303365
49 6 9183 20 141 0.5961356
49 6 9934 17 73 0.57207996
49 28 260 117 64 0.8189407
49 28 353 66 23 0.69868433
49 28 3099 128 49 0.7987419
49 28 3758 136 35 0.7524086
49 28 3974 90 72 0.8506664
49 28 4154 674 383 1.1743704
49 28 6473 69 32 0.72595716
49 28 6656 75 21 0.6966416
49 28 8494 144 21 0.64103526
49 28 10865 72 59 0.8377804
49 28 13195 402 19 0.6872965
49 34 76 11 129 0.9311297
49 34 2882 7 420 1.1703205
49 105 2547 3 207 0.90192854
49 114 5540 28 71 0.8518503
49 295 5674 4 31 0.7175953
49 297 353 5 23 0.69868433
49 297 8913 10 26 0.60574853
49 297 10275 14 20 0.6335305
50 3 5568 28 81 0.91978395
50 13 5568 41 81 0.91978395
50 71 12045 2 29 0.74863786
50 73 214 0 3018 1.4734644
50 75 2797 3152 428 0.91199744
50 153 76 10 129 0.9311297
50 215 1130 1 74 0.6969589
50 273 375 3 1338 1.0026985
50 404 375 1 1338 1.0026985
50 486 7628 4 44 0.7179442
50 495 5064 0 186 0.92151403
50 511 6284 4 85 0.7169497
50 545 2191 3 160 0.8959625
50 566 14087 32 18 0.6876239
50 568 6083 3 46 0.92933965
50 848 6660 30 98 0.89949656
51 129 100 22 71 0.9404649
51 129 517 92 100 0.85420537
51 129 1613 30 78 0.80492073
51 129 6231 60 73 0.9200933
51 129 8232 21 80 0.8119999
51 129 10123 25 39 0.79657453
52 202 3152 31 59 0.7574981
52 294 2927 1 336 0.9628576
53 181 331 240 53 0.80337775
53 181 561 159 92 0.7338751
53 181 753 97 206 0.88128406
53 181 998 82 140 0.86870146
53 181 1155 238 40 0.741553
53 181 1463 87 68 0.80809474
53 181 2185 213 77 0.87560785
53 181 2217 46 107 0.8287459
53 181 2884 437 18 0.69439244
53 181 3112 230 63 0.75817806
53 181 3151 92 86 0.81288576
53 181 3190 262 44 0.7872488
53 181 3337 143 130 0.8687943
53 181 3353 349 27 0.6955807
53 181 3662 40 81 0.9214095
53 181 3818 292 32 0.7769091
53 181 4136 209 54 0.76709324
53 181 4551 392 53 0.84031594
53 181 4620 319 38 0.7431255
53 181 4676 398 42 0.76113695
53 181 4795 257 26 0.7398479
53 181 4954 59 118 0.92136353
53 181 5434 320 29 0.73559123
53 181 6115 27 58 0.7624314
53 181 6400 317 39 0.78631157
53 181 8858 174 37 0.7140592
53 181 9094 247 26 0.6803108
53 181 9498 286 35 0.74669105
53 181 9817 131 93 0.78368443
53 181 9939 25 51 0.7752049
53 181 10237 35 57 0.796591
53 181 10445 285 55 0.77415615
53 181 12161 490 39 0.69967043
53 181 12609 370 47 0.7833283
53 181 13010 308 26 0.65489066
53 181 13158 363 26 0.7422515
53 181 13383 345 22 0.7241757
53 181 13940 413 14 0.64504015
53 219 1609 2 220 0.83075833
53 219 1801 18 154 0.80592465
53 219 3108 43 192 0.93458736
53 219 3152 38 59 0.7574981
53 219 3663 51 436 0.96212196
53 219 13637 147 15 0.635835
53 333 251 453 2924 0.9742783
53 333 12662 90 1 0.54289144
53 438 2554 5 61 0.79017276
53 438 4443 58 197 0.97360355
53 438 8291 1 54 0.9181419
53 438 8524 22 28 0.8240756
54 26 7365 9 38 0.98892593
54 79 2540 22 100 0.9074976
54 79 8513 6 61 0.92324597
55 30 681 2 1254 1.5137497
55 37 510 5 243 1.0368776
55 37 3237 11 185 0.91993314
55 37 8619 0 64 0.8923633
55 119 1432 1 122 0.9006705
55 164 11987 5 35 0.6965087
56 27 429 19 222 1.0892129
56 27 916 26 211 1.1256838
56 47 6554 29 85 0.8928997
56 47 6838 1258 50 0.89073396
56 47 10961 60 81 0.8586996
56 205 5911 110 73 0.8535395
56 205 6278 0 127 0.87953126
56 205 7883 49 159 0.94278747
57 11 3021 19 193 0.9565111
57 11 6379 9 112 0.8809681
57 11 10846 48 96 0.9457847
57 16 5227 15 63 0.79871404
57 16 9328 17 73 0.8222617
57 26 194 4 86 0.93217987
57 26 6326 16 102 0.91572237
57 415 4026 0 82 0.7826993
58 0 1 1 137 0.76817536
58 28 326 1508 21 0.6214467
58 28 377 1016 170 1.0461075
58 28 616 951 31 0.69683987
58 28 900 819 68 0.76806855
58 28 920 839 220 0.88871896
58 28 1090 841 27 0.75407314
58 28 1169 886 58 0.6880712
58 28 1179 813 82 0.7661949
58 28 1545 1021 89 0.8450146
58 28 1574 964 164 1.0634913
58 28 1578 1022 21 0.66798306
58 28 1730 890 28 0.72444123
58 28 1776 980 31 0.7263945
58 28 1798 985 110 0.8953837
58 28 2018 959 388 1.0420477
58 28 2372 1192 50 0.8023385
58 28 2419 899 64 0.7359037
58 28 2573 833 42 0.72451204
58 28 2877 794 29 0.6598471
58 28 2983 215 40 0.84816873
58 28 2995 807 16 0.62433195
58 28 3337 809 130 0.8687943
58 28 3358 1041 96 0.87304825
58 28 3494 1154 20 0.6864968
58 28 3623 714 54 0.9831637
58 28 3694 935 54 0.7683098
58 28 3700 965 84 0.8849966
58 28 4136 1019 54 0.76709324
58 28 4336 824 105 0.8814275
58 28 4497 1719 17 0.5903998
58 28 4741 685 134 0.97189444
58 28 4795 914 26 0.7398479
58 28 4853 989 21 0.68771595
58 28 4882 837 59 0.79361945
58 28 4964 939 302 0.94414836
58 28 5082 958 42 0.819514
58 28 5143 969 33 0.73614645
58 28 5597 491 132 0.7798594
58 28 5644 978 17 0.62233245
58 28 5778 818 118 0.8985255
58 28 5863 1587 18 0.65523946
58 28 5898 1202 41 0.8449427
58 28 5920 1148 20 0.6865736
58 28 6002 917 67 0.7942247
58 28 6044 1006 41 0.7539173
58 28 6400 1093 39 0.78631157
58 28 6401 850 37 0.7254274
58 28 6411 920 33 0.74907476
58 28 6481 891 41 0.7732573
58 28 6582 983 25 0.66862154
58 28 6650 755 26 0.72674954
58 28 6691 945 78 0.96084136
58 28 6799 968 28 0.71498
58 28 7014 849 51 0.7366977
58 28 7025 1579 58 0.7304152
58 28 7135 861 54 0.85254765
58 28 7255 763 25 0.6577604
58 28 7341 690 36 0.6909218
58 28 7506 798 23 0.7339473
58 28 8026 870 44 0.6959395
58 28 8051 915 18 0.652613
58 28 8191 1104 20 0.6469167
58 28 8275 906 18 0.586783
58 28 8419 1738 32 0.73528266
58 28 8664 758 31 0.6797676
58 28 8725 812 21 0.69992447
58 28 8806 876 27 0.6510723
58 28 8851 579 83 0.8802857
58 28 9106 1003 67 0.73630947
58 28 9121 949 24 0.6476247
58 28 9173 759 108 0.9360713
58 28 9235 975 27 0.6898343
58 28 9508 942 14 0.652358
58 28 9562 1000 66 0.7739269
58 28 9626 893 17 0.6755267
58 28 9775 1871 22 0.6509625
58 28 9795 1015 32 0.72239065
58 28 10174 785 27 0.67392385
58 28 10380 937 36 0.74522066
58 28 10463 877 19 0.63787735
58 28 10502 927 32 0.6882916
58 28 10650 817 12 0.5829929
58 28 10654 652 19 0.6509698
58 28 10685 971 51 0.7599149
58 28 10798 395 27 0.7703687
58 28 10943 900 34 0.72361624
58 28 11241 1005 17 0.60973763
58 28 11400 1173 20 0.65297556
58 28 11539 1676 11 0.5737305
58 28 11635 908 23 0.67898816
58 28 11789 926 22 0.69939727
58 28 11951 778 26 0.668124
58 28 11988 705 34 0.7184237
58 28 12267 967 29 0.72920346
58 28 12461 1072 21 0.6259181
58 28 12690 771 32 0.6700343
58 28 12800 784 37 0.752437
58 28 12921 1160 29 0.74178004
58 28 12936 765 20 0.6891325
58 28 12948 954 14 0.6815345
58 28 13010 963 26 0.65489066
58 28 13021 1415 29 0.6958996
